Age,Income,Children,Population,Marital_Divorced,Marital_Married,Marital_NeverMarried,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,State,Area,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Techie
-1.5503426640387854,-0.05650243593429764,0.4253329637357671,-0.6004239873975927,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.09205054388362328,0.4635593371873108,0.4253329637357671,-0.6792768503282774,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,548.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.5842290123197215,-0.9852229259653649,0.8914764276440564,-0.6190141890876489,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
-1.0189801555933002,-0.5568920056848855,0.8914764276440564,-0.21790812734383302,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,548.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.5020369814528323,-0.8741437591123159,-0.9730974279891007,1.7892807867304934,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,540.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.4393119645618619,0.5192342879389735,-0.04081050017252216,-0.6587516090571001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,277.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
-1.453731298866879,3.2711581013492137,-0.04081050017252216,-0.13698200771909,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,413.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.4876176471478151,-0.08673825177226617,0.4253329637357671,-0.6213638800075817,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,171.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1.5895267040481724,-0.4703015675517586,-0.5069539640808115,0.3809175144566779,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,181.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.492915338876266,1.2978604092049333,-0.04081050017252216,-0.5019442944298226,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.43019032198529567,-1.2453606534909052,-0.04081050017252216,-0.34216531187439486,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,180.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.7200244175010149,0.14227774810157331,1.3576198915523456,2.0592188082968863,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,277.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.2852732742274361,-0.050117492310364,-0.5069539640808115,-0.649352845377369,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,140.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.0672858381792534,0.15350225078156543,-0.9730974279891007,-0.6743701428190061,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,279.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1011721864601895,-0.9015460746052418,-0.9730974279891007,-0.6590971518394431,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,181.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.23696759164148287,0.7992366388814776,-0.5069539640808115,-0.33746593003452935,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,246.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9615528304307808,1.5177093479949932,-0.5069539640808115,2.5581825860002545,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,600.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.970674473007347,-0.8545714865938843,-0.5069539640808115,3.3572157158903306,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,518.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
0.23696759164148287,-0.8943152623815563,-0.5069539640808115,1.1285338783341075,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,225.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
-0.1977835516320959,-0.37556924548570364,-0.9730974279891007,-0.6329050089378396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,236.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.3088142511090195,0.5497397753330423,-0.5069539640808115,-0.46711358196964287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,202.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.3571199336949726,1.4892407490430588,-0.5069539640808115,-0.4897811884913471,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,413.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
-0.5359233297337682,2.135784860540722,-0.9730974279891007,-0.4212255004744854,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,548.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.3479982911184063,1.0687572356086223,-0.5069539640808115,-0.33960829528505626,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,108.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4876176471478151,-0.17442367690716637,-0.5069539640808115,-0.42094906624861095,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,277.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.47849600457124886,0.20653647559885407,-0.04081050017252216,-0.5529464091036572,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,518.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.8166357826729213,-1.0220272463550724,0.4253329637357671,1.978154471559206,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.203081243360547,-0.618031969233102,-0.5069539640808115,0.2553472673532124,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,308.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.2460892342180491,0.4546768309781021,-0.9730974279891007,-0.14175049811542412,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,600.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.47849600457124886,-0.7355800641500265,-0.5069539640808115,0.5508554548129914,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,42.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.3335789568133893,0.10556449944631768,0.8914764276440564,0.7198949839352129,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,114.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.6378323866341256,1.3533556970407714,-0.9730974279891007,1.4079397721367,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,359.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
0.043744861297670086,0.272912532330956,0.4253329637357671,-0.28280106186785836,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,359.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.8740631078354406,-1.136841417414818,0.4253329637357671,-0.6766507251824702,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8166357826729213,-1.3570865359679793,-0.5069539640808115,1.6936345445779362,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,518.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.6717187349150616,1.4641949589746617,-0.04081050017252216,1.0256312377523462,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,518.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
-0.3427005993899555,-0.9925852075022085,0.8914764276440564,-0.3881916104824895,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,285.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
-0.1494778690461427,1.239886694478997,-0.5069539640808115,-0.5293112827913924,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,233.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.4054256162809258,-0.7359113951683626,-0.5069539640808115,-0.6619997112111248,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,413.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.5986483466247385,1.3948479083840262,-0.9730974279891007,0.3251469093865091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,261.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.1638972033511599,-0.0842530919523833,-0.5069539640808115,0.5391070002133276,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,323.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.0672858381792534,0.1893207285049511,-0.9730974279891007,-0.6611704085335014,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,548.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.9132471478448276,1.2420352078096615,1.3576198915523456,-0.6587516090571001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,277.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.8649414652588744,0.19553912070790314,0.8914764276440564,-0.48300854995742326,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,233.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.0189801555933002,1.1265360497355377,-0.04081050017252216,-0.597521428025911,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
-0.970674473007347,-1.0423954220469613,-0.9730974279891007,1.757214416529058,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,285.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6717187349150616,-0.7139988980027748,0.4253329637357671,-0.608371471391483,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,548.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.6234130523291085,-0.42448681528693966,-0.9730974279891007,1.5446364968316117,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-1.5503426640387854,-0.8574489281648877,0.8914764276440564,1.0866540931141293,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,71.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3818846393993425,-0.7083825714684355,-0.9730974279891007,-0.6588207176135686,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,518.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0581641956026873,0.6618490804430995,-0.9730974279891007,3.1559715994537365,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,277.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.47849600457124886,0.06558188183366319,-0.9730974279891007,0.37027479676051184,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,170.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.7200244175010149,2.6827046449368996,-0.9730974279891007,-0.43905550804338694,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,277.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.0189801555933002,-0.8492227054272922,-0.04081050017252216,0.31975644198195746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,140.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.1064698781886404,1.4642906374505447,-0.9730974279891007,-0.3592351253221417,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,323.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.1638972033511599,-0.5505042271431478,-0.9730974279891007,1.1380708591267756,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,600.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1.4446096562903128,0.5195160078957406,-0.9730974279891007,-0.6784475476506541,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.453731298866879,0.8863015713820394,3.688337211093792,-0.6448607892069094,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,413.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1.2996926085324532,2.250408029013427,1.3576198915523456,0.5354442467204912,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,277.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
-1.5986483466247385,0.014358815128369484,-0.9730974279891007,-0.4511495054253938,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,118.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.768330100086968,0.6474788820949055,-0.9730974279891007,3.128535502535698,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,180.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
-1.0189801555933002,0.12971551858284497,-0.5069539640808115,-0.40180599610680584,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,233.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.004560821288283109,-0.5852713047259958,-0.9730974279891007,1.5255625352462754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,540.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.3571199336949726,0.3314248814396415,-0.04081050017252216,0.69467036082417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,246.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.768330100086968,-1.275713055323561,-0.9730974279891007,0.2175448869648824,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,308.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.8649414652588744,0.45395640749117466,0.4253329637357671,-0.5810735915863817,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,181.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.004560821288283109,-0.32797948031089,0.4253329637357671,-0.5317300822677937,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,540.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
0.1403562264695765,-0.9798833582816358,-0.04081050017252216,-0.5564709454835564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,240.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.5359233297337682,-0.3244751675404892,-0.9730974279891007,-0.6787930904329971,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,600.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.970674473007347,-0.2972592478931726,0.4253329637357671,-0.4264086422096312,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
-0.29439491680400226,0.5689449259958631,-0.5069539640808115,2.203241039977471,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,285.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2460892342180491,-1.0900819287918346,-0.5069539640808115,-0.6373279565518307,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,261.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.47849600457124886,-0.5111421021648317,-0.9730974279891007,0.38223057702958146,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,225.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
